City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
702,Salinas,US,36.6777,-121.6555,91.56,64,1,17.27,clear sky
703,Barra Do Garcas,BR,-15.89,-52.2567,75.99,52,88,2.55,overcast clouds
704,Walvis Bay,NA,-22.9575,14.5053,57.09,71,86,4.94,overcast clouds
705,Hualmay,PE,-11.0964,-77.6139,66.22,82,9,9.82,clear sky
706,Islamkot,PK,24.6997,70.177,84.15,69,0,17.22,clear sky
707,Oranjemund,NA,-28.55,16.4333,58.53,76,70,9.82,broken clouds
708,Tiangua,BR,-3.7322,-40.9917,68.04,91,99,2.48,overcast clouds
709,Shingu,JP,33.7333,135.9833,76.19,87,100,0.58,overcast clouds
710,Maskinonge,CA,46.2286,-73.0192,68.63,71,74,7.09,broken clouds
711,Tolaga Bay,NZ,-38.3667,178.3,60.12,65,83,5.23,broken clouds
